순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
218,전선,무용교육론,가좌캠퍼스,2.0,"금1,2[102-0111]","금1,2[102-0111]",,민속예술무용학과,
221,전선,민속예술3,가좌캠퍼스,1.0,"화8,9[102-0109]","화8,9[102-0109]",,민속예술무용학과,
224,전선,축제와놀이,가좌캠퍼스,2.0,"금3,4[102-0111]","금3,4[102-0111]",,민속예술무용학과,
227,전선,현대무용5,가좌캠퍼스,2.0,"목6,7,8,9[102-0105]","목6,7,8,9[102-0105]",,민속예술무용학과,
228,전선,가창실기1(민요),가좌캠퍼스,1.0,"월3,4[102-0109]","월3,4[102-0109]",,민속예술무용학과,
229,전선,민속악연구,가좌캠퍼스,2.0,"월6,7[102-0111]","월6,7[102-0111]",,민속예술무용학과,
230,전선,무용미학,가좌캠퍼스,2.0,"수3,4[102-0111]","수3,4[102-0111]",,민속예술무용학과,
233,전선,민속예술5,가좌캠퍼스,1.0,"화3,4[102-0111]","화3,4[102-0111]",,민속예술무용학과,
234,전선,창작법2,가좌캠퍼스,1.0,"금3,4[102-0109]","금3,4[102-0109]",,민속예술무용학과,
235,전선,진주검무6,가좌캠퍼스,1.0,"목1,2[102-0109]","목1,2[102-0109]",,민속예술무용학과,
236,전선,무용교육프로그램개발,가좌캠퍼스,2.0,"목3,4[101-0244]","목3,4[101-0244]",,민속예술무용학과,
240,전선,민속예술7,가좌캠퍼스,1.0,"화6,7[102-0111]","화6,7[102-0111]",,민속예술무용학과,
241,전선,창작법3,가좌캠퍼스,1.0,"금6,7[102-0109]","금6,7[102-0109]",,민속예술무용학과,
242,전선,진주검무8,가좌캠퍼스,1.0,"목8,9[102-0109]","목8,9[102-0109]",,민속예술무용학과,
243,전필,사회학의기초,가좌캠퍼스,3.0,"화5[102-0302],목6,7[102-0302]",화5[102-0302],"목6,7[102-0302]",사회학과,
244,전필,사회조사방법론,가좌캠퍼스,3.0,"월6,7[102-0302],목5[102-0302]","월6,7[102-0302]",목5[102-0302],사회학과,
245,전선,사회심리학,가좌캠퍼스,3.0,"월5[102-0302],수6,7[102-0302]",월5[102-0302],"수6,7[102-0302]",사회학과,
246,전선,인권사회학,가좌캠퍼스,3.0,"화6,7[102-0206],목8,9[102-0206]","화6,7[102-0206]","목8,9[102-0206]",사회학과,
247,전선,한국사회사,가좌캠퍼스,3.0,"월3,4[102-0302],목1,2[102-0302]","월3,4[102-0302]","목1,2[102-0302]",사회학과,
248,전선,지식과사회,가좌캠퍼스,3.0,"화1,2[102-0302],목3,4[102-0302]","화1,2[102-0302]","목3,4[102-0302]",사회학과,
249,전선,정치사회학,가좌캠퍼스,3.0,"월1,2[102-0302],수3,4[102-0302]","월1,2[102-0302]","수3,4[102-0302]",사회학과,
250,전선,환경사회학,가좌캠퍼스,3.0,"월8,9,10[102-0206]","월8,9,10[102-0206]",,사회학과,
251,전선,여성정책의이론과실제,가좌캠퍼스,3.0,"화5[151-0214],목6,7[151-0214]",화5[151-0214],"목6,7[151-0214]",사회학과,
252,전선,도시사회학,가좌캠퍼스,3.0,"월6,7[151-0213],목5[151-0213]","월6,7[151-0213]",목5[151-0213],사회학과,
253,전필,사회학연구실습,가좌캠퍼스,3.0,"월8,9,10[102-0302]","월8,9,10[102-0302]",,사회학과,
254,전선,한국사회론,가좌캠퍼스,3.0,"화6,7[102-0302],목8,9[102-0302]","화6,7[102-0302]","목8,9[102-0302]",사회학과,
255,전선,사회학강독,가좌캠퍼스,3.0,"월1,2,3[151-0213]","월1,2,3[151-0213]",,사회학과,
256,전선,지역사회와민주주의,가좌캠퍼스,3.0,"화1,2[151-0214],목3,4[151-0214]","화1,2[151-0214]","목3,4[151-0214]",사회학과,
257,전선,현대심리학,가좌캠퍼스,3.0,"화5[102-0206],목6,7[102-0206]",화5[102-0206],"목6,7[102-0206]",심리학과,
258,전선,청소년심리학,가좌캠퍼스,3.0,"수5,6,7[151-0213]","수5,6,7[151-0213]",,심리학과,
259,전선,신경생리심리학,가좌캠퍼스,3.0,"화6,7[102-0303],금5[102-0303]","화6,7[102-0303]",금5[102-0303],심리학과,
260,전선,성격심리학,가좌캠퍼스,3.0,"화3,4[102-0206],금1,2[102-0206]","화3,4[102-0206]","금1,2[102-0206]",심리학과,
261,전선,심리데이터분석,가좌캠퍼스,3.0,"화8,9,10[102-0208]","화8,9,10[102-0208]",,심리학과,
262,전선,지각및인지심리학,가좌캠퍼스,3.0,"목5,6,7[102-0309]","목5,6,7[102-0309]",,심리학과,
263,전선,상담실습,가좌캠퍼스,3.0,"수5,6,7[102-0309]","수5,6,7[102-0309]",,심리학과,
264,전선,임상심리평가및진단-캡스톤디자인,가좌캠퍼스,3.0,"화5,6,7[102-0309]","화5,6,7[102-0309]",,심리학과,
265,전선,실험설계-캡스톤디자인,가좌캠퍼스,3.0,"화8,9,10[102-0309]","화8,9,10[102-0309]",,심리학과,
266,전선,산업심리학,가좌캠퍼스,3.0,"목8,9,10[102-0309]","목8,9,10[102-0309]",,심리학과,
267,전선,소비자심리학,가좌캠퍼스,3.0,"월5,6,7[102-0309]","월5,6,7[102-0309]",,심리학과,
270,전선,공동체심리학,가좌캠퍼스,3.0,"금5,6,7[102-0309]","금5,6,7[102-0309]",,심리학과,
271,전선,긍정심리학,가좌캠퍼스,3.0,"화1,2[102-0309],목3[102-0309]","화1,2[102-0309]",목3[102-0309],심리학과,
273,전선,가족상담,가좌캠퍼스,3.0,"월8,9,10[151-0115]","월8,9,10[151-0115]",,심리학과,
274,전선,중독심리학,가좌캠퍼스,3.0,"금8,9,10[102-0309]","금8,9,10[102-0309]",,심리학과,
275,전선,환경심리학,가좌캠퍼스,3.0,"월1,2,3[102-0309]","월1,2,3[102-0309]",,심리학과,
278,전선,임상심리현장실습,가좌캠퍼스,3.0,"수1,2,3[102-0309]","수1,2,3[102-0309]",,심리학과,
279,전선,정치학원론,가좌캠퍼스,3.0,"월8[102-0203],수1,2[102-0203]",월8[102-0203],"수1,2[102-0203]",정치외교학과,
280,전선,생활정치입문,가좌캠퍼스,3.0,"월6,7[102-0203],목5[102-0203]","월6,7[102-0203]",목5[102-0203],정치외교학과,
281,전선,비교정치론,가좌캠퍼스,3.0,"화5[102-0203],수8,9[102-0203]",화5[102-0203],"수8,9[102-0203]",정치외교학과,
282,전선,외교정책론,가좌캠퍼스,3.0,"월1,2[102-0203],수3[102-0203]","월1,2[102-0203]",수3[102-0203],정치외교학과,
283,전선,국제관계원강,가좌캠퍼스,3.0,"화8,9,10[102-0315]","화8,9,10[102-0315]",,정치외교학과,
284,전선,삶의정치철학,가좌캠퍼스,3.0,"월9,10[102-0203],수6,7[102-0203]","월9,10[102-0203]","수6,7[102-0203]",정치외교학과,
285,전선,미국정치론,가좌캠퍼스,3.0,"화3[102-0315],목1,2[102-0315]",화3[102-0315],"목1,2[102-0315]",정치외교학과,
286,전선,선거와정당,가좌캠퍼스,3.0,"월3,4[102-0203],목4[102-0203]","월3,4[102-0203]",목4[102-0203],정치외교학과,
291,전선,정치토론실습,가좌캠퍼스,3.0,"월5[102-0203],목8,9[102-0203]",월5[102-0203],"목8,9[102-0203]",정치외교학과,
292,전선,데이터스토리텔링,가좌캠퍼스,3.0,"화1,2[102-0208],목3[102-0208]","화1,2[102-0208]",목3[102-0208],정치외교학과,
293,전선,현대사회와정의론,가좌캠퍼스,3.0,"화6,7[102-0315],목6,7[102-0315]","화6,7[102-0315]","목6,7[102-0315]",정치외교학과,
298,전선,행정학원론1,가좌캠퍼스,3.0,"월3,4[151-0115],목6,7[151-0115]","월3,4[151-0115]","목6,7[151-0115]",행정학과,
299,전선,행정조직론,가좌캠퍼스,3.0,"월1,2[151-0115],수3[151-0115]","월1,2[151-0115]",수3[151-0115],행정학과,
300,전선,행정조사론,가좌캠퍼스,3.0,"수1,2[102-0303],금3[102-0303]","수1,2[102-0303]",금3[102-0303],행정학과,
301,전선,지방자치론,가좌캠퍼스,3.0,"월5[151-0214],수6,7[151-0214]",월5[151-0214],"수6,7[151-0214]",행정학과,
302,전선,정부예산론,가좌캠퍼스,3.0,"월6,7[102-0206],목5[102-0206]","월6,7[102-0206]",목5[102-0206],행정학과,
303,전선,인사행정론,가좌캠퍼스,3.0,"화5[102-0303],목6,7[102-0303]",화5[102-0303],"목6,7[102-0303]",행정학과,
304,전선,마을자치와민주주의,가좌캠퍼스,3.0,"월1,2,3[102-0303]","월1,2,3[102-0303]",,행정학과,
305,전선,행정과시민사회,가좌캠퍼스,3.0,"월8,9[102-0303],목8[102-0303]","월8,9[102-0303]",목8[102-0303],행정학과,
306,전선,한국행정론,가좌캠퍼스,3.0,"화1,2[102-0206],목3[102-0206]","화1,2[102-0206]",목3[102-0206],행정학과,
307,전선,정책분석및평가론,가좌캠퍼스,3.0,"화8,9[151-0115],목9[151-0115]","화8,9[151-0115]",목9[151-0115],행정학과,
308,전선,행정학연습,가좌캠퍼스,3.0,"화1,2[102-0303],목3,4[102-0303]","화1,2[102-0303]","목3,4[102-0303]",행정학과,
309,전선,리더십론,가좌캠퍼스,3.0,"월5[102-0303],수6,7[102-0303]",월5[102-0303],"수6,7[102-0303]",행정학과,
310,전선,행정규제론,가좌캠퍼스,3.0,"화8,9[102-0303],목9[102-0303]","화8,9[102-0303]",목9[102-0303],행정학과,
311,전선,행정학특강2,가좌캠퍼스,3.0,"월6,7[102-0303],수3[102-0303]","월6,7[102-0303]",수3[102-0303],행정학과,
312,전필,경제수학,가좌캠퍼스,3.0,"화1,2[102-0305],목3[102-0305]","화1,2[102-0305]",목3[102-0305],경제학부,
313,전필,경제수학,가좌캠퍼스,3.0,"월1,2,3[102-0315]","월1,2,3[102-0315]",,경제학부,
314,전필,경제학원론1,가좌캠퍼스,3.0,"금1,2,3[102-0305]","금1,2,3[102-0305]",,경제학부,
316,전필,미시경제학,가좌캠퍼스,3.0,"월1,2,3[102-0305]","월1,2,3[102-0305]",,경제학부,
317,전필,미시경제학,가좌캠퍼스,3.0,"월8,9[102-0305],목8[102-0305]","월8,9[102-0305]",목8[102-0305],경제학부,
318,전필,경제사,가좌캠퍼스,3.0,"월6,7[151-0115],목5[151-0115]","월6,7[151-0115]",목5[151-0115],경제학부,
319,전필,경제사,가좌캠퍼스,3.0,"월5[151-0115],수6,7[151-0115]",월5[151-0115],"수6,7[151-0115]",경제학부,
320,전선,경제와사회,가좌캠퍼스,3.0,"화1,2[102-0315],목3[102-0315]","화1,2[102-0315]",목3[102-0315],경제학부,
321,전선,경제학고전산책,가좌캠퍼스,3.0,"화8,9[151-0213],목9[151-0213]","화8,9[151-0213]",목9[151-0213],경제학부,
322,전선,사회적경제론,가좌캠퍼스,3.0,"화5[102-0305],목6,7[102-0305]",화5[102-0305],"목6,7[102-0305]",경제학부,
324,전선,화폐금융론,가좌캠퍼스,3.0,"금1,2,3[151-0213]","금1,2,3[151-0213]",,경제학부,
325,전선,고전경제학,가좌캠퍼스,3.0,"월5[102-0305],수6,7[102-0305]",월5[102-0305],"수6,7[102-0305]",경제학부,
326,전선,산업조직론,가좌캠퍼스,3.0,"금5,6,7[102-0305]","금5,6,7[102-0305]",,경제학부,
327,전선,협동의경제학,가좌캠퍼스,3.0,"화8,9[102-0305],목9[102-0305]","화8,9[102-0305]",목9[102-0305],경제학부,
328,전선,공공경제학,가좌캠퍼스,3.0,"월6,7[102-0305],목5[102-0305]","월6,7[102-0305]",목5[102-0305],경제학부,
329,전선,기업가정신과사회혁신,가좌캠퍼스,3.0,"수1,2,3[102-0305]","수1,2,3[102-0305]",,경제학부,
330,전선,정보경제학과게임이론,가좌캠퍼스,3.0,"금1,2,3[151-0115]","금1,2,3[151-0115]",,경제학부,
331,전선,국제금융론,가좌캠퍼스,3.0,"화6,7[151-0213],금5[151-0213]","화6,7[151-0213]",금5[151-0213],경제학부,
332,전선,사회복지학개론,가좌캠퍼스,3.0,"화6,7[151-0115],목4[151-0115]","화6,7[151-0115]",목4[151-0115],사회복지학부,
333,전선,사회복지학개론,가좌캠퍼스,3.0,"화6,7[102-0310],목4[102-0310]","화6,7[102-0310]",목4[102-0310],사회복지학부,
334,전선,사회문제론,가좌캠퍼스,3.0,"화3[102-0310],금1,2[102-0310]",화3[102-0310],"금1,2[102-0310]",사회복지학부,
335,전선,사회문제론,가좌캠퍼스,3.0,"화3[151-0214],금1,2[151-0214]",화3[151-0214],"금1,2[151-0214]",사회복지학부,
336,전선,민간복지와사회복지운동,가좌캠퍼스,3.0,"월6,7[102-0310],목5[102-0310]","월6,7[102-0310]",목5[102-0310],사회복지학부,
337,전선,정신건강사회복지론,가좌캠퍼스,3.0,"화8,9,10[102-0310]","화8,9,10[102-0310]",,사회복지학부,
338,전선,사회복지조사론,가좌캠퍼스,3.0,"화1,2[102-0310],목3[102-0310]","화1,2[102-0310]",목3[102-0310],사회복지학부,
339,전선,사회복지조사론,가좌캠퍼스,3.0,"화1,2[151-0115],목3[151-0115]","화1,2[151-0115]",목3[151-0115],사회복지학부,
340,전선,사회복지실천론,가좌캠퍼스,3.0,"월1,2[102-0310],수3,4[102-0310]","월1,2[102-0310]","수3,4[102-0310]",사회복지학부,
341,전선,사회복지실천론,가좌캠퍼스,3.0,"월1,2[151-0214],수3,4[151-0214]","월1,2[151-0214]","수3,4[151-0214]",사회복지학부,
342,전선,노인복지론,가좌캠퍼스,3.0,"화5[151-0213],목6,7[151-0213]",화5[151-0213],"목6,7[151-0213]",사회복지학부,
343,전선,사회복지와인권,가좌캠퍼스,3.0,"월8,9,10[151-0213]","월8,9,10[151-0213]",,사회복지학부,
344,전선,사회보장론,가좌캠퍼스,3.0,"화5[102-0310],목6,7[102-0310]",화5[102-0310],"목6,7[102-0310]",사회복지학부,
345,전선,사회복지실천기술론,가좌캠퍼스,3.0,"월5[102-0206],수6,7[102-0206]",월5[102-0206],"수6,7[102-0206]",사회복지학부,
346,전선,사회복지실천기술론,가좌캠퍼스,3.0,"월5[102-0310],수6,7[102-0310]",월5[102-0310],"수6,7[102-0310]",사회복지학부,
347,전선,사회복지행정론,가좌캠퍼스,3.0,"월3[102-0310],목1,2[102-0310]",월3[102-0310],"목1,2[102-0310]",사회복지학부,
348,전선,사회복지행정론,가좌캠퍼스,3.0,"월3[151-0214],목1,2[151-0214]",월3[151-0214],"목1,2[151-0214]",사회복지학부,
349,전선,장애인복지론,가좌캠퍼스,3.0,"월6,7[151-0214],목5[151-0214]","월6,7[151-0214]",목5[151-0214],사회복지학부,
350,전선,프로그램개발과평가,가좌캠퍼스,3.0,"목8,9,10[102-0310]","목8,9,10[102-0310]",,사회복지학부,
351,전선,사례관리론,가좌캠퍼스,3.0,"월8,9,10[102-0310]","월8,9,10[102-0310]",,사회복지학부,
352,전선,사회복지현장실습2,가좌캠퍼스,3.0,"금5,6,7[102-0310]","금5,6,7[102-0310]",,사회복지학부,
353,전선,복지국가론,가좌캠퍼스,3.0,"화8,9[151-0214],목9[151-0214]","화8,9[151-0214]",목9[151-0214],사회복지학부,
354,전선,사회복지와문화다양성,가좌캠퍼스,3.0,"수8,9,10[102-0310]","수8,9,10[102-0310]",,사회복지학부,
373,전선,미디어데이터사이언스입문,가좌캠퍼스,3.0,"목8,9,10[102-0208]","목8,9,10[102-0208]",,미디어커뮤니케이션학과,
374,전필,미디어커뮤니케이션개론,가좌캠퍼스,3.0,"월1,2,3[303-0317]","월1,2,3[303-0317]",,미디어커뮤니케이션학과,
375,전필,방송론,가좌캠퍼스,3.0,"월8,9[303-0317],목8[303-0317]","월8,9[303-0317]",목8[303-0317],미디어커뮤니케이션학과,
376,전선,미디어와경제,가좌캠퍼스,3.0,"화5[303-0317],목6,7[303-0317]",화5[303-0317],"목6,7[303-0317]",미디어커뮤니케이션학과,
377,전선,광고의이해,가좌캠퍼스,3.0,"화1,2[303-0317],목3[303-0317]","화1,2[303-0317]",목3[303-0317],미디어커뮤니케이션학과,
378,전선,창의적미디어기획과표현,가좌캠퍼스,3.0,"월5,6,7[303-0317]","월5,6,7[303-0317]",,미디어커뮤니케이션학과,
379,전선,생명과학탐구,가좌캠퍼스,2.0,"수1,2[352-0111],금6,7[352-0111]","수1,2[352-0111]","금6,7[352-0111]",생명과학부,
380,전필,미생물학,가좌캠퍼스,3.0,"화1,2[351-0327],목3[351-0327]","화1,2[351-0327]",목3[351-0327],생명과학부,
381,전필,미생물학,가좌캠퍼스,3.0,"화1,2[351-0401],목3[351-0401]","화1,2[351-0401]",목3[351-0401],생명과학부,
382,전필,생화학실험,가좌캠퍼스,3.0,"화8,9,10[351-0404],금8,9,10[351-0404]","화8,9,10[351-0404]","금8,9,10[351-0404]",생명과학부,
383,전필,생화학실험,가좌캠퍼스,3.0,"화8,9,10[351-0311],금8,9,10[351-0311]","화8,9,10[351-0311]","금8,9,10[351-0311]",생명과학부,
384,전필,생화학실험,가좌캠퍼스,3.0,"화8,9,10[351-0411],금8,9,10[351-0411]","화8,9,10[351-0411]","금8,9,10[351-0411]",생명과학부,
385,전필,생화학,가좌캠퍼스,3.0,"월5[351-0327],수6,7[351-0327]",월5[351-0327],"수6,7[351-0327]",생명과학부,
386,전필,생화학,가좌캠퍼스,3.0,"월5[351-0401],수6,7[351-0401]",월5[351-0401],"수6,7[351-0401]",생명과학부,
387,전선,생물다양성학,가좌캠퍼스,3.0,"화3[351-0327],금1,2[351-0327]",화3[351-0327],"금1,2[351-0327]",생명과학부,
388,전선,생물유기화학,가좌캠퍼스,3.0,"월3,4[351-0401],목1,2[351-0401]","월3,4[351-0401]","목1,2[351-0401]",생명과학부,
389,전필,심화생물학실험,가좌캠퍼스,3.0,"월8,9,10[351-0311],수8,9,10[351-0311]","월8,9,10[351-0311]","수8,9,10[351-0311]",생명과학부,
390,전필,심화생물학실험,가좌캠퍼스,3.0,"월8,9,10[351-0404],수8,9,10[351-0404]","월8,9,10[351-0404]","수8,9,10[351-0404]",생명과학부,
391,전필,심화생물학실험,가좌캠퍼스,3.0,"월8,9,10[351-0411],수8,9,10[351-0411]","월8,9,10[351-0411]","수8,9,10[351-0411]",생명과학부,
392,전선,미생물생리학,가좌캠퍼스,3.0,"화6,7[351-0401],금5[351-0401]","화6,7[351-0401]",금5[351-0401],생명과학부,
393,전선,분자생물학2,가좌캠퍼스,3.0,"화3[352-0203],금1,2[352-0203]",화3[352-0203],"금1,2[352-0203]",생명과학부,
394,전선,바이러스학,가좌캠퍼스,3.0,"수1,2[351-0401],금3[351-0401]","수1,2[351-0401]",금3[351-0401],생명과학부,
395,전선,생물빅데이터통계,가좌캠퍼스,3.0,"화8,9[352-0530],목9[352-0530]","화8,9[352-0530]",목9[352-0530],생명과학부,
396,전선,응용생물공학PBL,가좌캠퍼스,3.0,"화5[351-0401],목6,7[351-0401]",화5[351-0401],"목6,7[351-0401]",생명과학부,
397,전선,인체형태학,가좌캠퍼스,3.0,"월1,2,3[352-0203]","월1,2,3[352-0203]",,생명과학부,
398,전선,세포생물학2,가좌캠퍼스,3.0,"월6,7[351-0327],목5[351-0327]","월6,7[351-0327]",목5[351-0327],생명과학부,
399,전필,생명과학논문작성법,가좌캠퍼스,3.0,"화6,7,8[351-0327]","화6,7,8[351-0327]",,생명과학부,
400,전선,유전공학,가좌캠퍼스,3.0,"월3[351-0327],목1,2[351-0327]",월3[351-0327],"목1,2[351-0327]",생명과학부,
401,전선,구조생물학,가좌캠퍼스,3.0,"월1,2[351-0327],수3[351-0327]","월1,2[351-0327]",수3[351-0327],생명과학부,
402,전선,당생물학,가좌캠퍼스,3.0,"월5[352-0203],수6,7[352-0203]",월5[352-0203],"수6,7[352-0203]",생명과학부,
403,전선,면역학,가좌캠퍼스,3.0,"수1,2[351-0327],금3[351-0327]","수1,2[351-0327]",금3[351-0327],생명과학부,
404,전선,진화생물학,가좌캠퍼스,3.0,"화1,2[352-0203],목3[352-0530]","화1,2[352-0203]",목3[352-0530],생명과학부,
405,전선,해양생물학,가좌캠퍼스,3.0,"수5[351-0327],금6,7[351-0327]",수5[351-0327],"금6,7[351-0327]",생명과학부,
406,전선,환경생물학,가좌캠퍼스,3.0,"월8,9[351-0401],목8[351-0401]","월8,9[351-0401]",목8[351-0401],생명과학부,
411,전선,공중보건학,가좌캠퍼스,3.0,"월5[353-0116],수6,7[353-0116]",월5[353-0116],"수6,7[353-0116]",식품영양학과,
412,전선,조리원리,가좌캠퍼스,3.0,"화3[353-0116],금1,2[353-0116]",화3[353-0116],"금1,2[353-0116]",식품영양학과,
413,전선,식품유기화학,가좌캠퍼스,3.0,"월1,2[353-0116],수3[353-0116]","월1,2[353-0116]",수3[353-0116],식품영양학과,
414,전선,생리학,가좌캠퍼스,3.0,"월6,7[353-0116],목5[353-0116]","월6,7[353-0116]",목5[353-0116],식품영양학과,
415,전선,식품영양분석,가좌캠퍼스,3.0,"화5,6,7[353-0109]","화5,6,7[353-0109]",,식품영양학과,
